method,image_id,candidate_index,uses_ground_truth,diagnostic_only,deployable,ranking_scores
C-selected,20882,5,False,False,True,"[0.8350609452376716, 0.8309962868862114, 0.8460315637925889, 0.8415712946078653, 0.8083695409524754, 0.8634440233047402, 0.8416724048062649, 0.8098014204611392]"
C-selected,20904,5,False,False,True,"[0.7714255834479089, 0.8224314943379596, 0.8692947728201325, 0.8576682108971965, 0.715977648708293, 0.8726466834278257, 0.7961685764307085, 0.8609188684063083]"
C-selected,21295,4,False,False,True,"[0.7952634488117258, 0.819897316884008, 0.831944153245243, 0.8283647945731923, 0.8558187079774711, 0.7604389735138442, 0.7740985057590684, 0.8008989497095668]"
C-selected,21414,0,False,False,True,"[0.8307932622905904, 0.7935856922915352, 0.8232914251050844, 0.7716856336361144, 0.8211410080920678, 0.8109717984363559, 0.7891428337921136, 0.7825195663866148]"
C-selected,21436,6,False,False,True,"[0.7881008647909703, 0.8034189759328352, 0.8115630808302179, 0.6170238784316333, 0.7111410909266225, 0.7151941721379511, 0.8208322094777092, 0.7645783561898577]"
C-selected,21558,4,False,False,True,"[0.7249953798272752, 0.7116064206946628, 0.7492456698406548, 0.7412200323771598, 0.7835362199455551, 0.7672770366298385, 0.7582466873056901, 0.7276499618921473]"
C-selected,21887,4,False,False,True,"[0.665702072393977, 0.6770717778860662, 0.6610798863830252, 0.7795642827815717, 0.817825039800842, 0.77785672462736, 0.8008788080197946, 0.7685239176770395]"
C-selected,22215,7,False,False,True,"[0.7109525189707665, 0.6644320014020165, 0.7127519066412429, 0.730017097632038, 0.7505307950457565, 0.7373786035869235, 0.7080580533095795, 0.7573659503666009]"
C-selected,22299,4,False,False,True,"[0.6868686450158694, 0.6784717841627954, 0.7173037922859601, 0.7637994068459688, 0.7922736702350754, 0.7187207516288469, 0.7362725174350429, 0.6667656791894513]"
C-selected,22303,0,False,False,True,"[0.7986174086474269, 0.7266136491182913, 0.733761401579047, 0.7299009562033405, 0.6962249843133405, 0.7344180575021214, 0.6137448621262506, 0.6491354876766211]"
C-selected,22452,1,False,False,True,"[0.6926631530905336, 0.7439616809523144, 0.5041261511327779, 0.6910632133638408, 0.6851025852037653, 0.6941628400001577, 0.7178328844640613, 0.6923106434085925]"
C-selected,22793,4,False,False,True,"[0.751300535368639, 0.7569730763263625, 0.7856224394335717, 0.7568112502837757, 0.7975496604534684, 0.784169954175499, 0.7325700935478896, 0.7740692718630601]"
C-selected,22803,4,False,False,True,"[0.7445742657531661, 0.6916657531001666, 0.6473085608634752, 0.7108014167854813, 0.7734379873062851, 0.7470877730565122, 0.767170226251835, 0.6067854604433253]"
C-selected,22924,7,False,False,True,"[0.7697520586277249, 0.7236185500181113, 0.7107207824625095, 0.8020984402318132, 0.742388544414033, 0.7624306209361897, 0.777664664727941, 0.8088768164479947]"
C-selected,23314,0,False,False,True,"[0.8554636704601406, 0.8197140078433303, 0.8200043307449776, 0.8134946959041418, 0.8020921113272974, 0.7627224630376828, 0.8155321091125328, 0.7506714951124874]"
C-selected,23445,0,False,False,True,"[0.8369205392769911, 0.7737991566760325, 0.7396436175705455, 0.7838645796280566, 0.7847224300662574, 0.7651920228798168, 0.7532390843289474, 0.8016651495021383]"
C-selected,23479,4,False,False,True,"[0.7531494189949057, 0.6029844701471787, 0.7041093088227173, 0.722359201289503, 0.7690358876863341, 0.7442460371720807, 0.6906825359451472, 0.7491944228902025]"
C-selected,23623,4,False,False,True,"[0.5567043607690373, 0.6355963325395533, 0.4683613608095289, 0.6642604855932739, 0.6643020326669957, 0.5415166089179675, 0.6058493828068552, 0.4639967192471893]"
C-selected,23633,0,False,False,True,"[0.788541940367127, 0.6831943664292448, 0.7155756461910813, 0.7408269768882539, 0.7715931681446377, 0.7779790842570808, 0.7030755074845568, 0.7874944562811479]"
C-selected,23642,2,False,False,True,"[0.5538020869858948, 0.6520991152000063, 0.7405002510082339, 0.6875318943209691, 0.7285193585735752, 0.671096814341164, 0.607951496193282, 0.6613598737512315]"
C-selected,23803,6,False,False,True,"[0.8092272078526663, 0.8394127392574778, 0.795691257327338, 0.7886494160449751, 0.8128288967451415, 0.846599864269317, 0.8474012986208923, 0.7480687925618412]"
C-selected,24062,0,False,False,True,"[0.7583702946479448, 0.6601053986332958, 0.6184012818162062, 0.6729720103265314, 0.7078168769412374, 0.7267755040885542, 0.5674682629891591, 0.5960412228422038]"
C-selected,24103,0,False,False,True,"[0.7489262852939822, 0.7127341434827902, 0.6880518097206536, 0.6394187115634578, 0.7267861226329138, 0.7158083410774794, 0.6738361095479479, 0.6789858743427237]"
C-selected,24306,4,False,False,True,"[0.6967789120073785, 0.6856832460989902, 0.6830494190150896, 0.7134821606150283, 0.7206509848206383, 0.6485579112076854, 0.6910438022333059, 0.7082243210710497]"
C-selected,24700,3,False,False,True,"[0.685716760931944, 0.8090820973441303, 0.8133959704593172, 0.8167681876078718, 0.6537757401484902, 0.7936627954538502, 0.6615173035751873, 0.6662952760930991]"
C-selected,24790,4,False,False,True,"[0.6543848783699233, 0.6873578841306467, 0.5702656008001274, 0.4883630232601699, 0.692532687695264, 0.6409730097903001, 0.5280559122071485, 0.6582268306822929]"
C-selected,25150,5,False,False,True,"[0.7754333685339573, 0.7438918965697248, 0.7470279145944934, 0.7462345699211324, 0.7293075801827277, 0.7856816883434784, 0.7586255042256094, 0.7798456217494849]"
C-selected,25166,2,False,False,True,"[0.696290284194443, 0.7123263851203351, 0.7971597414557605, 0.7371101298180525, 0.7534420727103576, 0.7670249579854084, 0.7325371588883495, 0.7452269935144971]"
C-selected,25339,4,False,False,True,"[0.7312658235190821, 0.6885277567673915, 0.7184122452847121, 0.7761047307782574, 0.7844543009807214, 0.7634745096775307, 0.707398008931299, 0.7799412929493668]"
C-selected,25360,5,False,False,True,"[0.8430689367738703, 0.7194809432638647, 0.7616811089012987, 0.7946370252958989, 0.6829535173006881, 0.8653836244263792, 0.76635718517442, 0.8402016879486429]"
C-selected,25374,0,False,False,True,"[0.8014654333273336, 0.7059371862613091, 0.7385297984355704, 0.7549586911459758, 0.7629111059164831, 0.7685333404595095, 0.6911752249200449, 0.7651923444538922]"
C-selected,25447,7,False,False,True,"[0.6979916140847138, 0.7632516004660368, 0.7646177112409556, 0.747708027824955, 0.7605104641622891, 0.7515523885317256, 0.7708767718887796, 0.8063634915640696]"
C-selected,26070,6,False,False,True,"[0.6880749411653371, 0.6325449059489332, 0.5823844062734982, 0.6216848291844085, 0.706223589441246, 0.7581898882075035, 0.7601998015830439, 0.7125271244878525]"
C-selected,26146,3,False,False,True,"[0.7596700181948348, 0.7818976486155343, 0.7876021733540031, 0.828444233172575, 0.6999501154542245, 0.7990551944188702, 0.8002640189139363, 0.8145532584029911]"
C-selected,26419,2,False,False,True,"[0.6628820978068242, 0.7739591100234161, 0.798328989651281, 0.785143106205386, 0.7626193673122617, 0.658831724601298, 0.7106833572766278, 0.7464693766153268]"
C-selected,26519,7,False,False,True,"[0.5784810250388989, 0.4677040774169057, 0.6384503251415994, 0.6301775761483741, 0.579688940591667, 0.5276122953185969, 0.5548011734899958, 0.6555981494056842]"
C-selected,26535,4,False,False,True,"[0.6777084679460652, 0.7181953681318265, 0.6298252942179652, 0.6831311873123653, 0.7839486418849618, 0.7355090387246568, 0.7689887477851467, 0.7079329655189761]"
C-selected,26749,7,False,False,True,"[0.8320691186639098, 0.8009184451296222, 0.7568500010322938, 0.8286752905838262, 0.7991459282310263, 0.8339449638859361, 0.8228631609193098, 0.8408761383025055]"
C-selected,27131,5,False,False,True,"[0.6647715095873385, 0.6399318351906619, 0.5951863124897561, 0.6317256727255627, 0.7098505247285323, 0.7110046367729042, 0.6601247759073139, 0.6989800351243751]"
C-selected,27196,3,False,False,True,"[0.7022471842289162, 0.7681727689005668, 0.8294340427033355, 0.8399739554183938, 0.7955323474931614, 0.8025569363607907, 0.8345689467459092, 0.7342811296903458]"
C-selected,27240,6,False,False,True,"[0.7522228101495989, 0.6774903960045451, 0.7403994278163277, 0.6943590725671687, 0.7453298178882344, 0.7484297682299128, 0.7689151581151037, 0.7540739992543927]"
C-selected,27260,5,False,False,True,"[0.7459278353647676, 0.7397365554666122, 0.7475910106528427, 0.7065343350837778, 0.7377302421935199, 0.7925568744545942, 0.7372913776362926, 0.7061964228056232]"
C-selected,27648,0,False,False,True,"[0.8211907070422635, 0.7711807132465875, 0.7462929694603369, 0.8072617808410818, 0.7947384093428635, 0.790390158585415, 0.7932277423317111, 0.7851201878767928]"
C-selected,27688,0,False,False,True,"[0.7743118575871788, 0.744548968315673, 0.7275638313848696, 0.6475202738211676, 0.6130438956792361, 0.6525272188793152, 0.6747916431821983, 0.6314295857476858]"
C-selected,27781,5,False,False,True,"[0.6886958442139903, 0.7303992419830019, 0.7033399830392292, 0.7114390724231321, 0.7303018817516918, 0.7351744406946864, 0.7339478797621131, 0.7214584084831561]"
C-selected,28157,7,False,False,True,"[0.8021577445485799, 0.8092074822940762, 0.7671081539272455, 0.8137988824250921, 0.6925718827639904, 0.8153195116108869, 0.7735161604619448, 0.8228322941031173]"
C-selected,28253,4,False,False,True,"[0.7884225326476999, 0.7235721774820505, 0.7607180528112962, 0.7781189345756221, 0.8169153153023532, 0.7417400066803128, 0.7192063099452214, 0.6990096248195511]"
C-selected,28276,3,False,False,True,"[0.743959228970162, 0.6903707543819264, 0.7994596110989132, 0.8257361666130734, 0.6244931471281924, 0.7765463694065546, 0.7361875312355913, 0.7943973254547014]"
C-selected,28309,7,False,False,True,"[0.7970660497945612, 0.7800668156499294, 0.7855437911518818, 0.823314201190438, 0.7554132017769504, 0.7993714542243526, 0.8156082378393743, 0.8254315556340758]"
C-selected,28511,4,False,False,True,"[0.7207928871157889, 0.7530164328111361, 0.7178698060853419, 0.7274523425447386, 0.7656938026683286, 0.6411626180543808, 0.7277901235278716, 0.7454383984983433]"
C-selected,28548,7,False,False,True,"[0.7675778115879406, 0.7488368665047791, 0.7296304344384398, 0.8132585686404754, 0.789144368575513, 0.8184690340534517, 0.7834207902498403, 0.8238433724344149]"
C-selected,28979,4,False,False,True,"[0.7205507799503349, 0.665379759722097, 0.6638461051507535, 0.7113782407768301, 0.768868865513046, 0.6610228754233397, 0.748601041418453, 0.6814887658629858]"
C-selected,29018,4,False,False,True,"[0.733822449844032, 0.7513299054741921, 0.7545723371195118, 0.6668908306876575, 0.7569203341331652, 0.6468742513906919, 0.7438744397041074, 0.6795380272240109]"
C-selected,29179,7,False,False,True,"[0.865506854069811, 0.848510778205426, 0.8155736225048458, 0.8165371395862564, 0.8395074032678144, 0.8527187611346568, 0.8072922949903889, 0.8757828377811954]"
C-selected,29221,0,False,False,True,"[0.8260953089616507, 0.7919222042411383, 0.7732931445059823, 0.8009415643559414, 0.7692479329008051, 0.7990473978218914, 0.7836128851836959, 0.7685759675183899]"
C-selected,29400,2,False,False,True,"[0.7805406746185171, 0.6802990339023955, 0.7868324679279715, 0.7455258460821557, 0.6158226982520421, 0.6237758214266425, 0.7039541423291793, 0.6345584794854264]"
C-selected,29511,6,False,False,True,"[0.7947263945518817, 0.7485599630482727, 0.7537528763193819, 0.7846271877093629, 0.7172466262688768, 0.7968092072457758, 0.8083799047302593, 0.7252582400312642]"
C-selected,29591,4,False,False,True,"[0.6526176777108791, 0.6322785039408594, 0.6893805364576824, 0.6250380370256211, 0.690643140050681, 0.6100381873685193, 0.6749664617664672, 0.682543849086402]"
C-selected,29610,6,False,False,True,"[0.7769358287626595, 0.7969566452044992, 0.7504447430704531, 0.44273257253246734, 0.7658056400949588, 0.8216992818560487, 0.8355773845542855, 0.7537188523951839]"
C-selected,29717,2,False,False,True,"[0.7887343762935145, 0.8101770358102676, 0.8475532796857224, 0.8451187189850908, 0.7949351503119313, 0.8274432949785792, 0.8165916365193504, 0.6501894628136589]"
C-selected,29815,5,False,False,True,"[0.8197821486944549, 0.8197496250412354, 0.843156960598693, 0.8487008234499487, 0.8341824667316269, 0.8528682457720818, 0.8230847578623985, 0.7691503215502533]"
C-selected,29831,3,False,False,True,"[0.7924572403620587, 0.7678144687530761, 0.7799483800603755, 0.8244204676849671, 0.758844686486054, 0.7962056793696999, 0.7830298273249183, 0.7930490714475036]"
C-selected,29903,4,False,False,True,"[0.6904547600413634, 0.7040503700858296, 0.700729653347525, 0.6694985843681247, 0.771990804408379, 0.711677206626452, 0.7234696564574088, 0.7245192988885641]"
C-selected,29942,7,False,False,True,"[0.6357624527046406, 0.6574042437742773, 0.6645737533121364, 0.6391159818859291, 0.677906863521849, 0.6221689499712052, 0.6094728231217386, 0.7124605723884954]"
C-selected,30016,5,False,False,True,"[0.7252382243975617, 0.7337448816050738, 0.7036537855281526, 0.7065677301574005, 0.7165147829436713, 0.7827522331102339, 0.6668585444434085, 0.7700309950449566]"
C-selected,30068,1,False,False,True,"[0.7232417936916697, 0.8043553967035078, 0.7834198781495758, 0.8028665712589609, 0.7755694960750695, 0.7551185920193983, 0.7982202446138891, 0.7634657106507453]"
C-selected,30077,4,False,False,True,"[0.8278911415358023, 0.7736585831183254, 0.8786814447577106, 0.7248662883372348, 0.8927836395219998, 0.7327508590631929, 0.7408148294853762, 0.8420328663060639]"
C-selected,30139,1,False,False,True,"[0.6826537856894876, 0.7939360361300032, 0.7801566244410509, 0.790564301011009, 0.7898239022268059, 0.7562158743431693, 0.7496394649467348, 0.7548035710876582]"
C-selected,30888,5,False,False,True,"[0.7615721089582296, 0.7689502105413912, 0.6436477929538938, 0.8057299035426844, 0.737418348682922, 0.8121547164983526, 0.6841380396098942, 0.7467765543838705]"
C-selected,30961,2,False,False,True,"[0.8332894021052815, 0.8148332912594454, 0.8399556841609634, 0.7993665529030982, 0.8187777483001676, 0.8287143634367702, 0.7940369849647748, 0.8144750630915838]"
C-selected,31234,7,False,False,True,"[0.739313546471733, 0.7204257953574058, 0.7171954921700929, 0.7452854983205175, 0.7499641950782929, 0.7399019539687876, 0.7354998671334039, 0.7593874388371771]"
C-selected,31244,1,False,False,True,"[0.7505025215225559, 0.7507034311540356, 0.6635625553410539, 0.7164072947848676, 0.6862097811436118, 0.6888277807685497, 0.7392510120551172, 0.7407424779842374]"
C-selected,31251,4,False,False,True,"[0.6759849901804234, 0.5551796586706874, 0.6284911899256582, 0.5948978082721028, 0.7080200856065836, 0.6666558220705401, 0.6592421069110419, 0.6318781329144381]"
C-selected,31280,2,False,False,True,"[0.8023677046681463, 0.8528346570742127, 0.8587491161589218, 0.7299415477704827, 0.7744478029547666, 0.7733401658932755, 0.8340189908652977, 0.8560166461670402]"
C-selected,31503,3,False,False,True,"[0.6960037876078484, 0.7175335873645703, 0.6752946024744958, 0.7758229395132434, 0.6854645290656842, 0.6934155835291259, 0.7104766322296681, 0.7161203611794753]"
C-selected,31776,3,False,False,True,"[0.7115217679209398, 0.663916120340434, 0.712650922782885, 0.7330437173268505, 0.7312327086063495, 0.6589497065735945, 0.7197345354564479, 0.694895939755449]"
C-selected,32051,7,False,False,True,"[0.735977046754425, 0.6758630241989776, 0.6987523086966154, 0.701177269950792, 0.7261535713944762, 0.6403545198994122, 0.6777082227407607, 0.7717670682210163]"
C-selected,32062,6,False,False,True,"[0.6850176926822602, 0.6734607104551023, 0.7225241470089356, 0.7120012227287851, 0.7003553600415621, 0.7262345962829457, 0.7288356536834164, 0.7203511583436424]"
C-selected,32140,3,False,False,True,"[0.809497049179471, 0.8754415927796242, 0.8719711499471088, 0.879305064754054, 0.8509806834130276, 0.8724148724586125, 0.8667801781181947, 0.8743197083778445]"
C-selected,32365,4,False,False,True,"[0.794876011247102, 0.7975307688422923, 0.7706016501593301, 0.7785055178557255, 0.8244872987736207, 0.806085305782773, 0.7162981004240663, 0.7208986852481509]"
C-selected,32427,1,False,False,True,"[0.7028392894047172, 0.766581661012445, 0.6604710033682993, 0.589988848280917, 0.6748570333098004, 0.689997093452779, 0.7021986617852745, 0.6722298832703755]"
C-selected,32470,6,False,False,True,"[0.7551741372089247, 0.7863097340362479, 0.787211533263997, 0.7905114375562616, 0.7568678037725898, 0.8050166743650955, 0.8072354383304835, 0.7292230082896708]"
C-selected,32532,3,False,False,True,"[0.6820604555544785, 0.7225076071403151, 0.704813854152408, 0.751588822203338, 0.6209781858502729, 0.6895426707583878, 0.7473077419511128, 0.7252105972339575]"
C-selected,32630,1,False,False,True,"[0.8222748671632378, 0.8467716401580889, 0.8114050743308748, 0.7308340474375687, 0.8138031278168167, 0.8446792102777867, 0.6898935066824978, 0.7553271022984738]"
C-selected,32680,2,False,False,True,"[0.7480874810159894, 0.769421590700983, 0.7943612361437944, 0.6845061850475112, 0.7910215634651503, 0.738824975004005, 0.7696994566209421, 0.721156268105404]"
